CustomerID,Country,State,City,Zip_Code,Latitude,Longitude,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Contract,Phone_Service,Internet_Service,Multiple_Lines,Streaming_TV,Streaming_Movies,Online_Security,Tech_Support,Online_Backup,Device_Protection,Paperless_Billing,Payment_Method,Monthly_Charges,Total_Charges,CLTV,Churn_Label,Churn_Value,Churn_Score,Churn_Reason
1251-KRREG,United States,California,North Hollywood,91601,34.169200,-118.372498,Male,No,No,No,2,Month-to-month,Yes,DSL,Yes,No,No,No,No,Yes,No,Yes,Mailed check,54.4,114.1,2556,Yes,1,81,Price too high
0094-OIFMO,United States,California,North Hollywood,91605,34.207295,-118.400022,Female,Yes,No,Yes,11,Month-to-month,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,No,Yes,Electronic check,95,1120.3,5980,Yes,1,85,Product dissatisfaction
9947-OTFQU,United States,California,Covina,91722,34.097345,-117.906736,Male,Yes,No,No,15,Month-to-month,Yes,Fiber optic,No,No,No,No,No,Yes,No,Yes,Electronic check,74.4,1074.3,4616,Yes,1,86,Service dissatisfaction
0322-YINQP,United States,California,Covina,91723,34.084747,-117.886844,Male,No,No,No,1,Month-to-month,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Mailed check,48.55,48.55,5687,Yes,1,77,Lack of self-service on Website
4629-NRXKX,United States,California,El Monte,91731,34.079934,-118.046695,Female,No,Yes,No,2,Month-to-month,Yes,Fiber optic,No,No,No,No,No,No,No,No,Electronic check,70.4,147.15,5687,Yes,1,75,Network reliability
9514-JDSKI,United States,California,El Monte,91732,34.074492,-118.014620,Male,Yes,Yes,No,1,Month-to-month,No,DSL,No phone service,Yes,No,No,No,Yes,No,No,Electronic check,40.2,40.2,5828,Yes,1,65,Limited range of services
4959-JOSRX,United States,California,La Puente,91744,34.031441,-117.936436,Female,No,Yes,No,2,Month-to-month,Yes,DSL,No,No,No,No,No,No,No,Yes,Credit card (automatic),44.6,80.55,4884,Yes,1,99,Lack of affordable download/upload speed
7273-TEFQD,United States,California,La Puente,91746,34.038983,-117.991372,Male,Yes,No,No,3,Month-to-month,No,DSL,No phone service,No,Yes,No,No,No,Yes,Yes,Electronic check,41.15,132.2,2314,Yes,1,96,Long distance charges
3606-TWKGI,United States,California,Rowland Heights,91748,33.976753,-117.897367,Male,Yes,No,No,13,Month-to-month,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Electronic check,106.9,1364.3,2494,Yes,1,84,Extra data charges
6323-AYBRX,United States,California,Ontario,91762,34.057256,-117.667677,Male,No,No,No,59,Two year,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.35,1099.6,5084,Yes,1,83,Price too high
4385-GZQXV,United States,California,Ontario,91764,34.074087,-117.605618,Female,Yes,No,No,16,Month-to-month,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,No,Yes,Electronic check,94.45,1511.2,3810,Yes,1,81,Product dissatisfaction
6366-ZGQGL,United States,California,Pomona,91766,34.042286,-117.756106,Male,No,No,No,1,Month-to-month,No,DSL,No phone service,No,No,No,No,No,No,No,Bank transfer (automatic),24.8,24.8,5087,Yes,1,73,Service dissatisfaction
5940-AHUHD,United States,California,Pomona,91768,34.067932,-117.785168,Male,No,No,No,1,Month-to-month,Yes,Fiber optic,No,No,No,No,No,No,No,No,Mailed check,70.6,70.6,3338,Yes,1,69,Lack of self-service on Website
6432-TWQLB,United States,California,Rosemead,91770,34.065108,-118.082791,Male,No,Yes,No,5,Month-to-month,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,No,Yes,Electronic check,85.4,401.1,3676,Yes,1,80,Network reliability
4484-GLZOU,United States,California,San Dimas,91773,34.102119,-117.815532,Female,No,Yes,No,52,Month-to-month,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Electronic check,105.05,5624.85,4839,Yes,1,65,Don't know
9512-UIBFX,United States,California,West Covina,91791,34.061634,-117.893169,Male,No,Yes,No,18,Month-to-month,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes,No,Mailed check,95.15,1779.95,4643,Yes,1,68,Don't know
5583-SXDAG,United States,California,Alhambra,91803,34.074736,-118.145959,Male,No,Yes,No,1,Month-to-month,Yes,Fiber optic,No,No,No,No,No,No,No,No,Electronic check,70,70,4094,Yes,1,97,Don't know
3488-PGMQJ,United States,California,Alpine,91901,32.827184,-116.703729,Male,Yes,No,No,8,Month-to-month,Yes,Fiber optic,No,No,No,No,No,Yes,No,Yes,Electronic check,74.5,606.55,4345,Yes,1,80,Poor expertise of online support
3580-REOAC,United States,California,Bonita,91902,32.671170,-117.002320,Male,No,No,No,10,Month-to-month,Yes,DSL,No,No,No,No,No,No,No,Yes,Credit card (automatic),44.85,435.4,4061,Yes,1,83,Poor expertise of phone support
7534-BFESC,United States,California,Boulevard,91905,32.677097,-116.304991,Male,Yes,No,No,24,Month-to-month,Yes,Fiber optic,Yes,No,No,No,No,No,No,Yes,Electronic check,76.1,1712.7,2018,Yes,1,98,Price too high
6390-DSAZX,United States,California,Guatay,91931,32.857946,-116.561917,Female,No,No,No,1,Month-to-month,Yes,Fiber optic,No,No,No,Yes,No,No,No,Yes,Mailed check,73.6,73.6,2565,Yes,1,80,Product dissatisfaction
8098-LLAZX,United States,California,Jacumba,91934,32.649787,-116.223700,Female,Yes,No,No,4,Month-to-month,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,No,Yes,Electronic check,95.45,396.1,3677,Yes,1,85,Service dissatisfaction
0265-EDXBD,United States,California,Mount Laguna,91948,32.830852,-116.444601,Male,Yes,Yes,No,32,Month-to-month,Yes,Fiber optic,Yes,No,No,No,No,No,No,Yes,Electronic check,74.9,2303.35,4105,Yes,1,69,Lack of self-service on Website
7563-BIUPC,United States,California,Borrego Springs,92004,33.200369,-116.192313,Male,No,No,No,5,Month-to-month,Yes,Fiber optic,No,Yes,No,No,No,No,No,Yes,Electronic check,80.6,415.55,5715,Yes,1,69,Network reliability
2321-OMBXY,United States,California,Carlsbad,92009,33.098018,-117.258203,Female,No,Yes,No,38,One year,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,No,No,Credit card (automatic),80.3,3058.65,2071,Yes,1,81,Limited range of services
2840-XANRC,United States,California,Del Mar,92014,32.948262,-117.256086,Male,Yes,Yes,No,24,Month-to-month,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes,Yes,Electronic check,93.15,2231.05,2212,Yes,1,73,Lack of affordable download/upload speed
5020-ZSTTY,United States,California,El Cajon,92020,32.796970,-116.969082,Female,Yes,No,No,54,One year,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Bank transfer (automatic),82.45,4350.1,4149,Yes,1,83,Long distance charges
5804-LEPIM,United States,California,Escondido,92029,33.079834,-117.134275,Female,Yes,No,No,2,Month-to-month,Yes,Fiber optic,No,No,No,No,No,No,No,Yes,Electronic check,70.35,139.05,2671,Yes,1,73,Extra data charges
0122-OAHPZ,United States,California,Oceanside,92057,33.254497,-117.285879,Female,No,No,No,7,Month-to-month,Yes,Fiber optic,Yes,No,No,No,No,No,No,Yes,Electronic check,73.85,511.25,2473,Yes,1,67,Price too high
2868-SNELZ,United States,California,Pala,92059,33.384345,-117.072619,Female,No,No,No,2,Month-to-month,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,No,Mailed check,80.6,155.8,2683,Yes,1,92,Product dissatisfaction
4322-RCYMT,United States,California,Palomar Mountain,92060,33.309852,-116.823091,Male,No,Yes,No,68,One year,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),75.8,5293.95,4903,Yes,1,81,Service dissatisfaction
6680-NENYN,United States,California,Pauma Valley,92061,33.313828,-116.940501,Female,No,No,No,43,Two year,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Electronic check,104.6,4759.85,5250,Yes,1,91,Lack of self-service on Website
1343-EHPYB,United States,California,Ranchita,92066,33.215251,-116.536330,Male,No,Yes,No,63,Month-to-month,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Electronic check,103.4,6603,4352,Yes,1,98,Network reliability
2034-GDRCN,United States,California,Valley Center,92082,33.252830,-116.986079,Female,No,No,No,2,Month-to-month,Yes,Fiber optic,No,Yes,Yes,No,No,No,No,Yes,Electronic check,90.4,168.2,4157,Yes,1,76,Don't know
0219-YTZUE,United States,California,San Diego,92103,32.747484,-117.166877,Male,No,Yes,No,4,Month-to-month,Yes,Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),84.8,371.9,4939,Yes,1,73,Don't know
0623-IIHUG,United States,California,San Diego,92104,32.741499,-117.127409,Female,Yes,No,No,21,Month-to-month,No,DSL,No phone service,Yes,No,Yes,No,No,No,Yes,Electronic check,41.9,840.1,4778,Yes,1,97,Don't know
4572-DVCGN,United States,California,San Diego,92105,32.741859,-117.090353,Female,No,No,No,10,Month-to-month,Yes,Fiber optic,No,No,Yes,No,No,No,No,Yes,Bank transfer (automatic),80.25,846,3598,Yes,1,85,Poor expertise of online support
9057-MSWCO,United States,California,San Diego,92108,32.774046,-117.142454,Male,Yes,Yes,No,27,Month-to-month,No,DSL,No phone service,No,No,Yes,No,No,No,No,Credit card (automatic),30.75,805.1,2927,Yes,1,91,Poor expertise of phone support
1010-DIAUQ,United States,California,San Diego,92116,32.765299,-117.122565,Male,No,No,No,5,Month-to-month,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes,No,Bank transfer (automatic),96.5,492.55,5383,Yes,1,98,Price too high
0259-GBZSH,United States,California,San Diego,92122,32.857230,-117.209774,Male,No,No,No,2,Month-to-month,Yes,Fiber optic,Yes,Yes,No,No,No,No,No,Yes,Electronic check,85.65,181.5,3878,Yes,1,73,Product dissatisfaction
9601-BRXPO,United States,California,San Diego,92129,32.961064,-117.134917,Female,No,Yes,No,25,Month-to-month,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Bank transfer (automatic),104.95,2566.5,3642,Yes,1,66,Service dissatisfaction
6905-NIQIN,United States,California,San Diego,92154,32.578103,-117.012975,Male,No,No,No,1,Month-to-month,Yes,DSL,No,No,No,No,No,Yes,No,No,Mailed check,50.65,50.65,2431,Yes,1,76,Don't know
5167-ZFFMM,United States,California,Indio,92201,33.713891,-116.237257,Male,No,No,No,1,Month-to-month,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,No,Yes,Credit card (automatic),90.85,90.85,3424,Yes,1,81,Network reliability
4895-TMWIR,United States,California,Indian Wells,92210,33.537646,-116.291089,Male,Yes,Yes,No,11,Month-to-month,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.95,214.75,5888,Yes,1,80,Limited range of services
0533-BNWKF,United States,California,Palm Desert,92211,33.762759,-116.324817,Female,Yes,Yes,No,55,Month-to-month,Yes,Fiber optic,Yes,No,No,No,No,Yes,Yes,Yes,Electronic check,85.45,4874.7,5502,Yes,1,100,Lack of affordable download/upload speed
6599-CEBNN,United States,California,Desert Hot Springs,92240,33.948558,-116.516976,Female,No,No,No,34,Month-to-month,Yes,Fiber optic,No,No,No,No,No,Yes,No,Yes,Credit card (automatic),73.95,2524.45,5795,Yes,1,94,Long distance charges
0979-PHULV,United States,California,Holtville,92250,32.811001,-115.152865,Male,No,Yes,No,69,Month-to-month,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Yes,Credit card (automatic),99.45,7007.6,4020,Yes,1,80,Extra data charges
4800-VHZKI,United States,California,Niland,92257,33.345825,-115.596574,Female,No,No,No,1,Month-to-month,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.9,19.9,3351,Yes,1,92,Price too high
7989-CHGTL,United States,California,North Palm Springs,92258,33.906496,-116.569499,Male,No,No,No,1,Month-to-month,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.6,19.6,3448,Yes,1,95,Product dissatisfaction
0334-GDDSO,United States,California,Ocotillo,92259,32.698964,-115.886656,Male,Yes,No,No,3,Month-to-month,Yes,Fiber optic,Yes,No,No,No,No,Yes,No,Yes,Electronic check,81.35,233.7,2818,Yes,1,73,Service dissatisfaction
0578-SKVMF,United States,California,Seeley,92273,32.790282,-115.689559,Female,No,Yes,No,22,Month-to-month,Yes,Fiber optic,No,No,Yes,No,No,Yes,No,No,Electronic check,83.3,1845.9,3804,Yes,1,88,Lack of self-service on Website
5564-NEMQO,United States,California,Thermal,92274,33.536040,-116.119222,Female,Yes,No,No,1,Month-to-month,Yes,Fiber optic,No,No,No,No,No,No,Yes,Yes,Bank transfer (automatic),75.3,75.3,4902,Yes,1,67,Network reliability
9063-ZGTUY,United States,California,Adelanto,92301,34.667815,-117.536183,Female,No,Yes,No,61,Month-to-month,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.4,1182.55,4221,Yes,1,82,Don't know
2957-LOLHO,United States,California,Apple Valley,92307,34.550820,-117.122396,Male,No,No,No,12,Month-to-month,Yes,DSL,No,No,No,No,No,No,No,Yes,Bank transfer (automatic),45.4,518.9,2887,Yes,1,68,Don't know
7752-XUSCI,United States,California,Crestline,92325,34.248061,-117.290280,Female,No,No,No,60,Month-to-month,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Electronic check,105.9,6396.45,4105,Yes,1,84,Don't know
4110-PFEUZ,United States,California,Daggett,92327,34.875144,-116.821698,Female,No,No,No,1,Month-to-month,Yes,Fiber optic,No,No,No,No,No,No,No,No,Mailed check,69.55,69.55,2792,Yes,1,73,Competitor had better devices
